Topic Match Score,Title,Year,Authors,Abstract,Journal,Citation Count,Citation Velocity,DOI,Link,External IDs,Is Open Access,Open Access Link,Semantic Scholar ID,Relevance Summary
0.9,Is it a bug or an enhancement?: a text-based approach to classify change requests,2008,"G. Antoniol, ..., and Yann-Gaël Guéhéneuc","Bug tracking systems are valuable assets for managing maintenance activities. They are widely used in open-source projects as well as in the software industry. They collect many different kinds of issues: requests for defect fixing, enhancements, refactoring/restructuring activities and organizational issues. These different kinds of issues are simply labeled as ""bug"" for lack of a better classification support or of knowledge about the possible kinds.  This paper investigates whether the text of the issues posted in bug tracking systems is enough to classify them into corrective maintenance and other kinds of activities.  We show that alternating decision trees, naive Bayes classifiers, and logistic regression can be used to accurately distinguish bugs from other kinds of issues. Results from empirical studies performed on issues for Mozilla, Eclipse, and JBoss indicate that issues can be classified with between 77% and 82% of correct decisions.",Conference of the Centre for Advanced Studies on Collaborative Research,391,24.1,10.1145/1463788.1463819,https://doi.org/10.1145/1463788.1463819,"{'DBLP': 'conf/cascon/AntoniolAPKG08a', 'MAG': '2146335723', 'DOI': '10.1145/1463788.1463819', 'CorpusId': 214266}",False,,6ea62d9f321fc7599ff86560b2294a37cc1809b6,
0.9,Vertical Domain Text Classification: Towards Understanding IT Tickets Using Deep Neural Networks,2018,Jianglei Han and Mohammad Akbari,"    It is challenging to directly apply text classification models without much feature engineering on domain-specific use cases, and expect the state of art performance. Much more so when the number of classes is large. Convolutional Neural Network (CNN or Con-vNet) has attracted much in text mining due to its effectiveness in automatic feature extraction from text. In this paper, we compare traditional and deep learning approaches for automatic categorization of IT tickets in a real-world production ticketing system. Experimental results demonstrate the good potential of CNN models in our task.   ",AAAI Conference on Artificial Intelligence,13,1.9,10.1609/aaai.v32i1.11375,https://doi.org/10.1609/aaai.v32i1.11375,"{'MAG': '2807035996', 'DBLP': 'conf/aaai/HanA18', 'DOI': '10.1609/aaai.v32i1.11375', 'CorpusId': 19173448}",True,"{'url': 'https://ojs.aaai.org/index.php/AAAI/article/download/11375/11234', 'status': 'BRONZE'}",8b86f967f00d20638e289578ddf9f9dd121344cb,
0.9,Attention is All you Need,2017,"Ashish Vaswani, ..., and Illia Polosukhin","The dominant sequence transduction models are based on complex recurrent or convolutional neural networks in an encoder-decoder configuration. The best performing models also connect the encoder and decoder through an attention mechanism. We propose a new simple network architecture, the Transformer, based solely on attention mechanisms, dispensing with recurrence and convolutions entirely. Experiments on two machine translation tasks show these models to be superior in quality while being more parallelizable and requiring significantly less time to train. Our model achieves 28.4 BLEU on the WMT 2014 English-to-German translation task, improving over the existing best results, including ensembles by over 2 BLEU. On the WMT 2014 English-to-French translation task, our model establishes a new single-model state-of-the-art BLEU score of 41.8 after training for 3.5 days on eight GPUs, a small fraction of the training costs of the best models from the literature. We show that the Transformer generalizes well to other tasks by applying it successfully to English constituency parsing both with large and limited training data.",Neural Information Processing Systems,114550,15017.7,,https://www.semanticscholar.org/paper/204e3073870fae3d05bcbc2f6a8e263d9b72e776,"{'MAG': '2963403868', 'DBLP': 'journals/corr/VaswaniSPUJGKP17', 'ArXiv': '1706.03762', 'CorpusId': 13756489}",False,,204e3073870fae3d05bcbc2f6a8e263d9b72e776,
0.9,ENHANCING ISSUE MANAGEMENT EFFICIENCY: A,,"Aadil Haque, ..., and Sandeep Kulkarni",": TicketEase is a web-based platform meticulously engineered to streamline issue management processes within organizational contexts. The system employs advanced Machine Learning (ML) techniques to prioritize and classify employee complaints and issues, effectively addressing software, hardware, and application-related challenges. Leveraging Angular for frontend development, TicketEase ensures an intuitive user experience, while its backend infrastructure, powered by Spring Boot, Java, and Hibernate, provides robustness and scalability. Technologies such as Maven, GitHub, Postman, Swaggy, and MySQL are seamlessly integrated to facilitate efficient development, testing, documentation, and database management. By employing Random Forest, TicketEase enhances its ability to accurately categorize and prioritize incoming issues, ensuring that urgent and critical matters receive prompt attention and resolution. The algorithm's robustness and scalability contribute to the platform's effectiveness in managing a large volume of tickets while maintaining high levels of accuracy and efficiency. The platform's architecture and methodologies are meticulously designed to adapt to evolving organizational needs and technological advancements. This paper offers a comprehensive exploration of TicketEase, detailing its architecture, ML algorithms, and integration of key technologies. Through experimentation and evaluation, TicketEase demonstrates its efficacy in efficiently managing issues, offering organizations a potent tool to bolster operational efficiency and foster a culture of continuous improvement. As organizations navigate the complexities of modern work environments, TicketEase emerges as a transformative solution, poised to revolutionize issue management practices and drive organizational success.",Journal Not Provided,0,0,,https://www.semanticscholar.org/paper/0f93774b930844fd4a1132a42705fdf6dd8b7879,{'CorpusId': 270556294},False,,0f93774b930844fd4a1132a42705fdf6dd8b7879,
0.9,Predicting the objective and priority of issue reports in software repositories,2020,"M. Izadi, ..., and A. Heydarnoori",,Empirical Software Engineering,47,11.5,10.1007/s10664-021-10085-3,https://doi.org/10.1007/s10664-021-10085-3,"{'DBLP': 'journals/ese/IzadiAH22', 'ArXiv': '2012.10951', 'DOI': '10.1007/s10664-021-10085-3', 'CorpusId': 235658009}",False,,8a2382b27931d64c892bc9d84ce4ace0fa708637,
0.8,Automated Assignment of Helpdesk Email Tickets: An Artificial Intelligence Life-Cycle Case Study,2020,Shivali Agarwal,"Copyright © 2020, Association for the Advancement of Artificial Intelligence. All rights reserved. ISSN 0738-4602 Fall 2020 45 The landscape of modern information technology service delivery is changing, with increased focus on automation and optimization. Most information technology vendors today have service platforms aimed toward end-to-end automation for carrying out mundane, repetitive labor-intensive tasks and even for tasks requiring human cognizance. One such task is ticket assignment and dispatch, where the service requests submitted by the end-users to the vendor in the form of tickets are reviewed by a centralized dispatch team and assigned to the appropriate service team and resolver group. The dispatch of a ticket to the correct group of practitioners is a critical step in the speedy resolution of a ticket. Incorrect dispatch decisions can significantly increase the total turnaround time for ticket resolution, as observed in a study of an actual production system (agarwal, Sindhgatta, and Sengupta 2012). When such delays occur, it causes customer dissatisfaction as well as monetary penalties for the vendor due to service-level-agreement breaches. Several factors make the dispatcher’s job challenging, namely the need for in-depth knowledge of the roles and responsibilities of various groups, the heterogeneous and informal nature of email text, and the high attrition rate in service delivery teams (Mandal et al. 2018). Given the fact that inefficiencies in dispatch have serious business consequences, there has been a lot of interest in automating the assignment process. a number of different approaches have been proposed for automating ticket dispatch (agarwal, Sindhgatta, and Sengupta 2012; Shao et al. 2008a, 2008b; Parvin, Bose, and Van Oyen 2009).  In this article, we present an endto-end automated helpdesk email ticket assignment system driven by high accuracy, coverage, business continuity, scalability, and optimal usage of computational resources. The primary objective of the system is to determine the problem mentioned in an incoming email ticket and then automatically dispatch it to an appropriate resolver group with high accuracy. While meeting this objective, it should also meet the objective of being able to operate at desired accuracy levels in the face of changing business needs by automatically adapting to the changes. The proposed system uses a system of classifiers with separate strategies for handling frequent and sparse resolver groups augmented with a semiautomatic rule engine and retraining strategies to ensure that it is accurate, robust, and adaptive to changing business needs. Our system has been deployed in the production of six major service providers in diverse service domains and currently assigns 100,000 emails per month, on an average, with an accuracy close to ninety percent and covering at least ninety percent of email tickets. This translates to achieving human-level accuracy and results in a net savings of more than 50,000 man-hours of effort per annum. To date, our deployed system has already served more than two million tickets in production. Automated Assignment of Helpdesk Email Tickets: An Artificial Intelligence Life-Cycle Case Study",Journal Not Provided,2,0.4,,https://www.semanticscholar.org/paper/9a12ae6a895b9443460981e7243ba017bfb082f7,{'CorpusId': 245501114},False,,9a12ae6a895b9443460981e7243ba017bfb082f7,
0.8,DeepRouting: A Deep Neural Network Approach for Ticket Routing in Expert Network,2020,Jianglei Han and Aixin Sun,"Ticket routing is a part of software support process, where multiple expert groups are involved in processing incident tickets. The goal of routing is to find an expert group which can resolve a ticket at the initial assignment, or when it needs to be transferred to another group. Matching a ticket to its potential resolver effectively provides significant business value for both service providers and their customers. Previous works used hand-crafted features to train predictive models to automate or assist in routing. One of the findings shows that, the similarity between a ticket and an expert group is prominent in identifying the resolver among other groups. Meanwhile, numerous studies demonstrate the effectiveness of deep neural networks in text similarity modeling problems. In this paper, we propose a multi-view deep neural network solution to jointly learn a relevance score for a ticket-group pair, using both text and routing path information. The text relevance is modeled by a classic deep semantic matching model, while the routing graph representation is embedded using a convolutional graph network. Experimental results show that the proposed approach outperforms baseline models in resolver ranking and assistive routing tasks. Comparative experiments also show that text has higher importance than routing path information.",2020 IEEE International Conference on Services Computing (SCC),8,1.9,10.1109/SCC49832.2020.00057,https://doi.org/10.1109/SCC49832.2020.00057,"{'MAG': '3112382384', 'DBLP': 'conf/IEEEscc/HanS20', 'DOI': '10.1109/SCC49832.2020.00057', 'CorpusId': 228098600}",False,,0dfaf97088938c6f25f550a136a8c20227c68d5e,
0.7,Building Intelligent Service Desk Systems using AI,2019,Paramesh S.P. and Shreedhara K.S.,"Service desk system helps the users of the organization to raise the problem tickets by selecting the appropriate problem category and to obtain the solution to user problems. Manual selection of ticket category may result in dispatching the tickets to incorrect resolution group. Incorrect assignment of service desk tickets in turn results in reassignment of tickets, resolution time delay and greatly affects the organization business. The current service desk system does not handle the user’s unstructured ticket data efficiently. Therefore, artificial intelligence concepts like machine learning and natural language processing techniques can be used to automate the existing service desk systems. In this research paper, an automated service desk ticket classifier model is developed to automatically categorize the incoming ticket by analyzing the unstructured natural language ticket description entered by the end user. Supervised machine learning techniques like Decision trees and Naive Bayes models are used as baseline classifiers to build the service desk ticket classifier. Further, ensemble models are also used to analyze the performance of ticket classifier. Ensemble of decision trees, naive bayes and Random Forest classifiers are used as a part of ensemble classifier techniques. The performance of chosen ticket classifier models are evaluated on a real world IT infrastructure ticket dataset and compared using various performance metrics. Ensemble based Random Forest classifier performed well when compared to all other considered models. The proposed model for the auto categorization of service desk tickets results in simplified user interface, faster ticket resolution, efficient resource utilization and improved growth in business. A R T I C L E H I S T O R Y Received: 2019-06-20",Journal Not Provided,0,0.0,,https://www.semanticscholar.org/paper/7a4f06474fc8e39a6b0ef815e1c3d4767bfce95e,{'CorpusId': 204745957},False,,7a4f06474fc8e39a6b0ef815e1c3d4767bfce95e,
0.7,IAES International Journal of Artificial Intelligence (IJ-AI),2023,"Mudragada Venkata Subbarao, ..., and S. Kompella","Received Oct 10, 2022 Revised Feb 26, 2023 Accepted Mar 10, 2023 In today's internet world, information technology (IT) ticketing services are potentially increasing across many corporations. Therefore, the automatic classification of IT tickets becomes a significant challenge. Feature selection becomes most important, particularly in data sets with several variables and features. However, enhance classification's precision and performance by stopping insignificant variables. Through our earlier research, we have categorized the unsupervised ticket dataset. As a result, we have converted the dataset into a supervised dataset. In this article, the classification of different IT tickets on Machine learning algorithms, Feature ranking, and feature selection techniques are used to improve the efficiency of machine learning algorithms. However, compared to the machine learning (ML) algorithms, the convolutional neural network (CNN) algorithm provides a better classification of the token IDs and provide better accuracy.",Journal Not Provided,0,0.0,,https://www.semanticscholar.org/paper/990aaf10792dbbdeca4c438dc6601270cc4c0577,{'CorpusId': 265675518},False,,990aaf10792dbbdeca4c438dc6601270cc4c0577,
0.7,SToRM: Smart ticket resolution steps recommendation in facilities management,2023,"Abhijeet Pandey, ..., and Abhishek Mishra","In modern times, different software tools are used in facilities maintenance to record maintenance problems as tickets. When these tickets are resolved, technicians also document the steps they took to fix the issue as resolution notes. The increasing use of these systems helps us gather a lot of information about past tickets and their solutions. Many times, similar tickets are created that can be solved by following similar steps used before. This abundance of data makes it easier to transfer knowledge by recommending resolution steps to solve a new issue based on the solutions applied to similar tickets in the past. The prompt and accurate resolution can help to minimize downtime and maximize productivity. Traditional methods of resolution recommendation for facilities maintenance tickets rely on manual analysis of historical data and predefined rules. These methods are time-consuming and often yield suboptimal results. In this paper, we propose a novel approach for resolution steps recommendation using deep learning techniques. We first generate embeddings of tickets using a fine-tuned sentence transformer model and employ FAISS (Facebook AI Similarity Search) [9] to speed up the process of finding the most similar tickets. Our proposed resolution generator architecture first combines these similar tickets and then passes them to a summarization layer which clubs these resolutions into one, by removing redundancies and only considering actionable sentences. This summarized resolution is then passed to a text generation network which then converts these sentences into a series of steps that technicians can take to solve the current problem. Our approach was evaluated on a real-world facilities maintenance dataset, and the results show that our proposed method outperforms existing approaches.",Proceedings of the Third International Conference on AI-ML Systems,0,0.0,10.1145/3639856.3639887,https://doi.org/10.1145/3639856.3639887,"{'DBLP': 'conf/aiml2/PandeyGM23', 'DOI': '10.1145/3639856.3639887', 'CorpusId': 269845822}",False,,d761540cf76e870096f7d14c7b998baa2c3aeb7b,
0.7,Efficient Transformers: A Survey,2020,"Yi Tay, ..., and Donald Metzler","Transformer model architectures have garnered immense interest lately due to their effectiveness across a range of domains like language, vision, and reinforcement learning. In the field of natural language processing for example, Transformers have become an indispensable staple in the modern deep learning stack. Recently, a dizzying number of “X-former” models have been proposed—Reformer, Linformer, Performer, Longformer, to name a few—which improve upon the original Transformer architecture, many of which make improvements around computational and memory efficiency. With the aim of helping the avid researcher navigate this flurry, this article characterizes a large and thoughtful selection of recent efficiency-flavored “X-former” models, providing an organized and comprehensive overview of existing work and models across multiple domains.",ACM Computing Surveys,1014,232.1,10.1145/3530811,https://doi.org/10.1145/3530811,"{'ArXiv': '2009.06732', 'DBLP': 'journals/csur/TayDBM23', 'MAG': '3085139254', 'DOI': '10.1145/3530811', 'CorpusId': 221702858}",True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/3530811', 'status': 'BRONZE'}",7e5709d81558d3ef4265de29ea75931afeb1f2dd,
0.7,A Token-Prioritization Strategy for Handling Data Imbalance in Network-Change Ticket Classification,2023,"Md. Shamim Towhid, ..., and Aladdin Saleh","Changes are an integral part of the day-to-day operation of large telecommunications networks as they allow to keep pace with technological advancements, meet growing network demands, ensure scalability, enhance security, improve service quality, and meet customer expectations. Changing configurations, installing devices, and migrating traffic are some examples of these changes. These changes are documented by opening tickets through a ticket management system. Automation in the ticket management system is now becoming highly desirable to manage the large number of submitted tickets. An automated ticket management system supports the management of a ticket by automating several parts of a ticket's lifecycle. In this context, ticket classification problem consists in assigning an appropriate label to a ticket to be utilized in the later stages of the ticket management cycle. In this paper, we use a collection of network-change tickets from a real network operator to solve a ticket classification problem. We observe that the network-change ticket dataset is highly skewed in the number of tickets for different possible classes. We address this challenge of classification in a highly imbalanced dataset by proposing two token-prioritization strategies along with other components. We compare three variations of our proposed approach with three methods from the literature and show that the variations of the proposed approach outperform existing methods by up to 7% in terms of F1 score.",2023 19th International Conference on Network and Service Management (CNSM),0,0.0,10.23919/CNSM59352.2023.10327831,https://doi.org/10.23919/CNSM59352.2023.10327831,"{'DBLP': 'conf/cnsm/TowhidKSTBS23', 'DOI': '10.23919/CNSM59352.2023.10327831', 'CorpusId': 263730154}",False,,6d5945c226c8fd2c1a8ff0f68bbdc99f6b07392d,
0.6,A Survey on Neural Network Language Models,2019,Kun Jing and Jungang Xu,"As the core component of Natural Language Processing (NLP) system, Language Model (LM) can provide word representation and probability indication of word sequences. Neural Network Language Models (NNLMs) overcome the curse of dimensionality and improve the performance of traditional LMs. A survey on NNLMs is performed in this paper. The structure of classic NNLMs is described firstly, and then some major improvements are introduced and analyzed. We summarize and compare corpora and toolkits of NNLMs. Further, some research directions of NNLMs are discussed.",ArXiv,55,9.8,,https://www.semanticscholar.org/paper/9d6e6cd09b2f47a74c41848563608367db3df363,"{'MAG': '2948559998', 'ArXiv': '1906.03591', 'DBLP': 'journals/corr/abs-1906-03591', 'CorpusId': 182952667}",False,,9d6e6cd09b2f47a74c41848563608367db3df363,
0.6,Predicting the Objective and Priority of Issue Reports in a Cross project Context,2020,"M. Izadi, ..., and A. Heydarnoori","Proper documentation plays an important role in successful software management and maintenance. Software repositories such as GitHub host a large number of software entities. Developers collaboratively discuss, implement, use, and share these entities. Users exploit Issue Tracking Systems, a facility of software repositories, to keep track of issue reports, to manage the workload and processes, and ﬁnally, to document the highlight of their team’s effort. An issue report can contain a reported problem, a request for new features, or merely a question about the software product. As the number of these issues increases, it becomes harder to manage them manually. GitHub provides labels for tagging issues, as a means of issue management. However, about half of the issues in GitHub’s top 1000 repositories do not have any labels. In this work, we aim at automating the process of managing issue reports for software teams. We propose a two-stage approach to predict both the objective behind opening an issue and its priority level using feature engineering methods and state-of-the-art text classiﬁers. We train and evaluate our models in both project-based and cross-project settings. The latter approach provides a generic prediction model applicable for any unseen software project or projects with little historical data. Our proposed approach can successfully predict the objective and priority level of issue reports with 83% and 75% accuracy, respectively.",ArXiv,3,0.6,,https://www.semanticscholar.org/paper/5fd4f2a3cb2cfe7712ee186d5bacfadbd7d9f353,"{'DBLP': 'journals/corr/abs-2012-10951', 'CorpusId': 229340243}",False,,5fd4f2a3cb2cfe7712ee186d5bacfadbd7d9f353,
0.6,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,2021,"Ze Liu, ..., and B. Guo","This paper presents a new vision Transformer, called Swin Transformer, that capably serves as a general-purpose backbone for computer vision. Challenges in adapting Transformer from language to vision arise from differences between the two domains, such as large variations in the scale of visual entities and the high resolution of pixels in images compared to words in text. To address these differences, we propose a hierarchical Transformer whose representation is computed with Shifted windows. The shifted windowing scheme brings greater efficiency by limiting self-attention computation to non-overlapping local windows while also allowing for cross-window connection. This hierarchical architecture has the flexibility to model at various scales and has linear computational complexity with respect to image size. These qualities of Swin Transformer make it compatible with a broad range of vision tasks, including image classification (87.3 top-1 accuracy on ImageNet-1K) and dense prediction tasks such as object detection (58.7 box AP and 51.1 mask AP on COCO test-dev) and semantic segmentation (53.5 mIoU on ADE20K val). Its performance surpasses the previous state-of-the-art by a large margin of +2.7 box AP and +2.6 mask AP on COCO, and +3.2 mIoU on ADE20K, demonstrating the potential of Transformer-based models as vision backbones. The hierarchical design and the shifted window approach also prove beneficial for all-MLP architectures. The code and models are publicly available at https://github.com/microsoft/Swin-Transformer.",2021 IEEE/CVF International Conference on Computer Vision (ICCV),17693,4345.9,10.1109/ICCV48922.2021.00986,https://doi.org/10.1109/ICCV48922.2021.00986,"{'ArXiv': '2103.14030', 'DBLP': 'conf/iccv/LiuL00W0LG21', 'DOI': '10.1109/ICCV48922.2021.00986', 'CorpusId': 232352874}",True,"{'url': 'http://arxiv.org/pdf/2103.14030', 'status': 'GREEN'}",c8b25fab5608c3e033d34b4483ec47e68ba109b7,
0.6,Deep learning algorithms based text classifier,2016,A. Venkataraman,"There exists a base classification system for classification of problem tickets in the Enterprise domain. Different deep learning algorithms (Gated Recursive Unit and Long Short Term Memory) were investigated for solving the classification problem. Experiments were conducted for different parameters and layers for these algorithms. Paper brings out the architectures tried, results obtained, our conclusions and way forward.",2016 2nd International Conference on Applied and Theoretical Computing and Communication Technology (iCATccT),4,0.4,10.1109/ICATCCT.2016.7911996,https://doi.org/10.1109/ICATCCT.2016.7911996,"{'MAG': '2608133934', 'DOI': '10.1109/ICATCCT.2016.7911996', 'CorpusId': 219967}",False,,af80991c106c136e568da9e0f92695d9e894089c,
0.5,When XGBoost Outperforms GPT-4 on Text Classification: A Case Study,2024,Matyáš Boháček and Michal Bravansky,"Large language models (LLMs) are increasingly used for applications beyond text generation, ranging from text summarization to instruction following. One popular example of exploiting LLMs’ zero- and few-shot capabilities is the task of text classification. This short paper compares two popular LLM-based classification pipelines (GPT-4 and LLAMA 2) to a popular pre-LLM-era classification pipeline on the task of news trustworthiness classification, focusing on performance, training, and deployment requirements. We find that, in this case, the pre-LLM-era ensemble pipeline outperforms the two popular LLM pipelines while being orders of magnitude smaller in parameter size.",Proceedings of the 4th Workshop on Trustworthy Natural Language Processing (TrustNLP 2024),1,0.9,10.18653/v1/2024.trustnlp-1.5,https://doi.org/10.18653/v1/2024.trustnlp-1.5,"{'ACL': '2024.trustnlp-1.5', 'DOI': '10.18653/v1/2024.trustnlp-1.5', 'CorpusId': 270713012}",False,,ca54fabba1dadd521c3cd2c6a810808c41786e88,
0.5,A survey on providing customer and public administration based services using AI: chatbot,2022,"Krishna Kumar Nirala, ..., and V. S. Purani",,Multimedia Tools and Applications,61,19.9,10.1007/s11042-021-11458-y,https://doi.org/10.1007/s11042-021-11458-y,"{'PubMedCentral': '8721490', 'DBLP': 'journals/mta/NiralaSP22', 'DOI': '10.1007/s11042-021-11458-y', 'CorpusId': 245654055, 'PubMed': '35002470'}",True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s11042-021-11458-y.pdf', 'status': 'BRONZE'}",86f33254eb241f0be2708e3fab5bdc2816141f2e,
0.5,UTILIZING TRANSFORMER-BASED DEEP LEARNING FOR INTENT CLASSIFICATION ON TEXT,,"Richard Simarmata, ..., and Andry Chowanda","Today, communication is carried out not only between humans but also between machines. Communication between humans and machines is no longer limited to using tools such as buttons or voice commands, but humans can communicate dyadic or two-way communication with computers. This can be done because of the field of Natural Language Processing (NLP). There are several problems exists in building a system that can naturally understand and communicate with human. In communication, there are a number of slang words and local contexts or expressions that might change the meaning of the word. In the communication, there is always an intention of the speaker to the interlocutor. This can improve the machine’s understanding of human words and communicate with humans naturally. This research aims to explore and improve intent classification using deep learning technique. In this study, several models of deep learning based on Transformer are proposed that have the best performance in the field of text intention classification, such as Bidirectional Encoder Representations from Transformer and XLNet. There is also another approach for comparison by combining BERT Embedding with the Long-Short Term Memory model. The data used to train the model is out of scope obtained through a Kaggle website with a label intention of 50. By using metrics such as F1-score, recall, precision, accuracy, and top K accuracy, it can be concluded that the BERT model has good results and is the best compared to other models.",Journal Not Provided,1,,,https://www.semanticscholar.org/paper/efe092e580fa22bcbdea9fd5ead152296bb6f4f2,{'CorpusId': 264310669},False,,efe092e580fa22bcbdea9fd5ead152296bb6f4f2,
0.5,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,2020,"Alexey Dosovitskiy, ..., and N. Houlsby","While the Transformer architecture has become the de-facto standard for natural language processing tasks, its applications to computer vision remain limited. In vision, attention is either applied in conjunction with convolutional networks, or used to replace certain components of convolutional networks while keeping their overall structure in place. We show that this reliance on CNNs is not necessary and a pure transformer applied directly to sequences of image patches can perform very well on image classification tasks. When pre-trained on large amounts of data and transferred to multiple mid-sized or small image recognition benchmarks (ImageNet, CIFAR-100, VTAB, etc.), Vision Transformer (ViT) attains excellent results compared to state-of-the-art convolutional networks while requiring substantially fewer computational resources to train.",ArXiv,32817,7693.5,,https://www.semanticscholar.org/paper/268d347e8a55b5eb82fb5e7d2f800e33c75ab18a,"{'MAG': '3094502228', 'DBLP': 'conf/iclr/DosovitskiyB0WZ21', 'ArXiv': '2010.11929', 'CorpusId': 225039882}",False,,268d347e8a55b5eb82fb5e7d2f800e33c75ab18a,
0.5,Empowering Recommender Systems in ITSM: A Pipeline Reference Model for AI-Based Textual Data Quality Enrichment,2023,"Philipp Reinhard, ..., and J. Leimeister",,International Conference on Design Science Research in Information Systems and Technology,1,0.5,10.1007/978-3-031-32808-4_18,https://doi.org/10.1007/978-3-031-32808-4_18,"{'DBLP': 'conf/desrist/ReinhardLDPL23', 'DOI': '10.1007/978-3-031-32808-4_18', 'CorpusId': 258911012}",False,,ff0e42a84bd6484ded7168404c50c37175b22342,
0.4,Lib-Bot: A Smart Librarian-Chatbot Assistant,2024,"Tong-Jun Ng, ..., and S. Haw",": Library is a knowledge warehouse and various long past references can be found in it. Students, professors, kids, and adults are regularly encouraged to visit the library as it provides a conducive environment for building the habit of reading books and improving individual critical-thinking skills. As technology is getting more and more advanced nowadays, some common problems faced by the librarians can be replaced by machines. For instance, the librarians may not be available all the time at the counter; reduction of physical contact due to Covid19 infection et cetera, machines can take over the librarians’ roles to handle the tasks. In this paper, an Artificial Intelligence (AI) chatbot is proposed and implemented on mobile application to answer library-related questions. Bidirectional Encoder Representations from Transformers (BERT) algorithm is employed to classify the intent of the user’s messages. Besides, many existing chatbot applications support only the text input. This paper proposes a speech-to-text recognition feature to enable both text and voice input. If there are any queries that cannot be solved by the chatbot system, it will store the queries in the database and the library admins can filter the queries and upload new training data for the AI model to cover a wider range of questions.",International Journal of Computing and Digital Systems,0,0.0,10.12785/ijcds/160101,https://doi.org/10.12785/ijcds/160101,"{'DOI': '10.12785/ijcds/160101', 'CorpusId': 269342724}",True,"{'url': 'https://journal.uob.edu.bh:443/bitstream/123456789/5283/3/IJCDS160101_1570979201.pdf', 'status': 'GOLD'}",f9029ba8e7a0517a879b6ae8f0072871dcd037e6,
0.4,A multi-level multi-label text classification dataset of 19th century Ottoman and Russian literary and critical texts,2024,"Gokcen Gokceoglu, ..., and Özen Nergis Dolcerocca","This paper introduces a multi-level, multi-label text classification dataset comprising over 3000 documents. The dataset features literary and critical texts from 19th-century Ottoman Turkish and Russian. It is the first study to apply large language models (LLMs) to this dataset, sourced from prominent literary periodicals of the era. The texts have been meticulously organized and labeled. This was done according to a taxonomic framework that takes into account both their structural and semantic attributes. Articles are categorized and tagged with bibliometric metadata by human experts. We present baseline classification results using a classical bag-of-words (BoW) naive Bayes model and three modern LLMs: multilingual BERT, Falcon, and Llama-v2. We found that in certain cases, Bag of Words (BoW) outperforms Large Language Models (LLMs), emphasizing the need for additional research, especially in low-resource language settings. This dataset is expected to be a valuable resource for researchers in natural language processing and machine learning, especially for historical and low-resource languages. The dataset is publicly available^1.",ArXiv,1,1.9,10.48550/arXiv.2407.15136,https://doi.org/10.48550/arXiv.2407.15136,"{'DBLP': 'journals/corr/abs-2407-15136', 'ArXiv': '2407.15136', 'DOI': '10.48550/arXiv.2407.15136', 'CorpusId': 271328611}",False,,280895ee4d12b97d3c77cc20d6ba53deeac783d6,
0.4,NL4AI 2023: Overview of the Seventh Workshop on Natural Language for Artificial Intelligence (NL4AI 2023),,"Elisa Bassignana, ..., and Alan Ramponi","The Natural Language for Artificial Intelligence (NL4AI) workshop serves as a platform to explore the area situated at the intersection between Natural Language Processing (NLP) and Artificial Intelligence (AI), with a special emphasis on recent activities carried out in both fields in Italy. The seventh edition of the workshop set a new record with 23 submissions, of which 18 were accepted. The submissions span a broad spectrum of topics, encompassing foundational NLP research, applied NLP, and works that bridge the realms of NLP and AI. Notably, this edition exhibited a growing international presence, featuring contributions from authors representing 9 countries. The submissions also reflect a diversity of languages (e.g., English, French, Italian) and modalities (e",Journal Not Provided,0,0,,https://www.semanticscholar.org/paper/377bcfbd06d38a2b487cf7cc9072d48100e053e4,{'CorpusId': 268748849},False,,377bcfbd06d38a2b487cf7cc9072d48100e053e4,
0.4,A Survey of Customer Service System Based on Learning A Survey of Customer Service System Based on Learning,2022,Sihan Yin and Xudong Luo,"With the rapid development of artificial intelligence, people have moved from manual customer service to handling affairs",Journal Not Provided,0,0.0,,https://www.semanticscholar.org/paper/61ebe1b4262b75f02d498c6bbffae712a16a98ac,{'CorpusId': 250602357},False,,61ebe1b4262b75f02d498c6bbffae712a16a98ac,
0.3,Empowering Customer Support: Using Generative AI and Pre-trained LLM's in a Chatbot Revolution,2024,"Munesh Kumar B N, ..., and Mohammed Abrar","This paper addresses the challenge of efficiently handling a diverse array of customer queries by proposing the development of an innovative web-based customer support chatbot. The objectives encompass creating a versatile system capable of interpreting and resolving a spectrum of customer complaints, enhancing support staff efficiency, and facilitating knowledge base updates. The proposed methodology employs the MERN stack for web app development and integrates Generative AI and pre-trained Large Language Models (LLMs), specifically OpenAI's prebuilt models, for intelligent responses. The pseudo code outlines the interactions between the chatbot, support staff, and administrators, ensuring a seamless process. Results indicate the chatbot's commendable ability to accurately interpret queries, showcasing language versatility in various Indian and foreign languages. Efficient handling of varied phrasings and also accommodating grammatical errors. The use of prebuilt models is highlighted as a practical and efficient solution, reducing implementation time compared to custom models. Additionally, the implementation is recognized for its scalability, positioning it as a practical and efficient solution for evolving customer support needs in the near future.",International Journal of Innovative Research in Computer and Communication Engineering,0,0.0,10.15680/ijircce.2024.1201020,https://doi.org/10.15680/ijircce.2024.1201020,"{'DOI': '10.15680/ijircce.2024.1201020', 'CorpusId': 267079400}",True,,70c56d8901dc4a09d172d11955f8f814ac8292bf,
